"2026-02-14 00:00:00",fig-011615,-1,76200-1,shorts
"2026-02-14 00:00:00",fig-008936,-1,75967-1,shorts
"2026-02-14 00:00:00",fig-008944,-1,75967-1,shorts
"2026-02-14 00:00:00",fig-011721,-1,76196-1,shorts
"2026-02-14 00:00:00",fig-011182,-1,71745-1,shorts
"2026-02-14 00:00:00",fig-009333,-1,31104-1,shorts
"2026-02-14 00:00:00",fig-001791,-1,70647-1,shorts
"2026-03-06 00:00:00",fig-004454,-1,75279-1,shorts
"2026-03-06 00:00:00",fig-004491,-1,75269-1,shorts
"2026-03-06 00:00:00",fig-004492,-1,75269-1,shorts
"2026-05-01 00:00:00",fig-005050,-1,76028-1,shorts
"2026-05-01 00:00:00",fig-010856,1,,shorts
"2026-05-01 00:00:00",fig-003501,1,,shorts
"2026-05-01 00:00:00",fig-011402,1,76190-1,shorts
"2026-05-01 00:00:00",fig-011400,1,76190-1,shorts
"2026-05-01 00:00:00",fig-011403,1,76190-1,shorts
